description,message_id
"No description available.",303011
"No description available.",303012
"No description available.",303060
"No description available.",303078
"System related debugging messages logged in the station manager (stm).",304003
"No description available.",304008
"No description available.",304021
"This message indicates whether the specified licensed feature is enabled or disabled",304030
"No description available.",304034
"No description available.",304036
"This log indicates that the in-memory client blacklist was cleared.",304051
"This log indicates that the client blacklist database table was cleared.",304052
"This log indicates that the in-memory client blacklist was repopulated from the database.",304053
"This debugging log indicates the tunnel id returned from datapath.",304059
"This debugging log indicates the multicast group and destination index.",304061
"Count user number from a specified vlan.",304066
"This log displays a record of the transmission of the AMON message from STM to the amp management server. It includes statistics regarding the number of transmitted STM records.",304069
"This log displays a record of the transmission of the AMON message from STM to the http management server. It includes statistics regarding the number of transmitted STM records.",304070
"This log indicates the number of ap neighbors records added to the AMON message buffer.",304071
"This log indicates the total number of ap neighbors records sent to the management server.",304072
"This log indicates the number of radio stats records added to the AMON message buffer",304073
"This log indicates the total number of radio stats records sent to the management server.",304074
"This log indicates the number of vap stats records added to the AMON message buffer.",304075
"This log indicates the total number of vap stats records sent to the management server.",304076
"This log indicates the number of unassociated station records added to the AMON message buffer.",304077
"This log indicates the total number of unassociated station records sent to the management server.",304078
"This log indicates the number of station stats records added to the AMON message buffer.",304079
"This log indicates the total number of station stats records sent to the management server.",304080
"This log indicates the number of ap info records to the AMON message buffer.",304081
"This log indicates the total number of ap info records sent to the management server.",304082
"This log indicates the number of radio info records added to the AMON message buffer.",304083
"This log indicates the total number of radio info records sent to the management server.",304084
"This log indicates the number of vap info records added to the AMON message buffer.",304085
"This log indicates the total number of vap info records sent to the management server.",304086
"This log indicates the number of ap system stats records added to the AMON message buffer",304087
"This log indicates the total number of ap system stats records sent to the management server.",304088
"handle_enet_message_response: IP [ip:%P] PORT [port:%d] not found",304089
"No description available.",305016
"No description available.",305025
"No description available.",305026
"No description available.",305055
"No description available.",305100
"No description available.",307402
"No description available.",307403
"No description available.",307404
"No description available.",307405
"Debug message that tsgw is enabled",306408
"Debug message that tsgw is disable",306409
"VPN module requesting for switch IP",306412
"Message to indicate a new module registering with the pub/sub service as subscriber",306500
"Message to indicate a new module registering with the pub/sub service as publisher",306501
"Message to indicate a new service being published",306502
"Message to indicate a new private service being published to the specified module",306503
"Message indicating reception of subscription message for a service",306504
"Publisher received a registration to publish a service",306505
"Publisher received a registration to subscribe to a service",306506
"Message from Pub/Sub server about forwarding a subscription request to publisher",306507
"Message from Pub/Sub server about a module unsubscribing from a service",306508
"Message from Pub/Sub server about a module stopping to publish a service",306509
"Warning message from Pub/Sub server that no subscriber exists for the specified service for which a message was received from specified sender",306511
"Message from Pub/Sub server that a message was published for the specified service to specified sender and receiver",306512
"When a module begins to publish a service for which subscribers already exists",306513
"Resent pubsub message to register as publisher",306517
"Resent pubsub message to register as subscriber",306518
"No description available.",306603
"No description available.",307000
"No description available.",307001
"No description available.",307002
"No description available.",307004
"No description available.",307005
"No description available.",307006
"No description available.",307007
"No description available.",307008
"No description available.",307009
"No description available.",307010
"No description available.",307011
"No description available.",307012
"No description available.",307014
"No description available.",307015
"No description available.",307017
"No description available.",307018
"No description available.",307020
"No description available.",307023
"No description available.",307025
"No description available.",307026
"No description available.",307027
"No description available.",307029
"No description available.",307030
"No description available.",307031
"No description available.",307032
"No description available.",307033
"No description available.",307034
"No description available.",307035
"No description available.",307036
"No description available.",307037
"No description available.",307038
"No description available.",307041
"No description available.",307043
"No description available.",307044
"No description available.",307045
"No description available.",307046
"No description available.",307048
"No description available.",307049
"No description available.",307050
"No description available.",307051
"No description available.",307053
"No description available.",307054
"No description available.",307055
"No description available.",307056
"No description available.",307057
"No description available.",307058
"No description available.",307060
"No description available.",307061
"No description available.",307062
"No description available.",307063
"No description available.",307064
"No description available.",307065
"No description available.",307066
"No description available.",307067
"No description available.",307071
"No description available.",307072
"No description available.",307073
"No description available.",307075
"No description available.",307076
"No description available.",307077
"No description available.",307078
"No description available.",307079
"No description available.",307080
"No description available.",307082
"No description available.",307083
"No description available.",307084
"No description available.",307085
"No description available.",307086
"No description available.",307088
"No description available.",307089
"No description available.",307090
"No description available.",307092
"No description available.",307093
"No description available.",307094
"No description available.",307095
"No description available.",307097
"No description available.",307098
"No description available.",307099
"No description available.",307100
"No description available.",307101
"No description available.",307104
"No description available.",307105
"No description available.",307106
"No description available.",307107
"No description available.",307108
"No description available.",307109
"No description available.",307110
"No description available.",307111
"No description available.",307112
"No description available.",307113
"No description available.",307114
"No description available.",307115
"No description available.",307117
"No description available.",307121
"No description available.",307122
"No description available.",307125
"No description available.",307126
"No description available.",307127
"No description available.",307128
"No description available.",307129
"No description available.",307130
"No description available.",307131
"No description available.",307132
"No description available.",307134
"No description available.",307135
"No description available.",307138
"No description available.",307140
"No description available.",307142
"No description available.",307143
"No description available.",307144
"No description available.",307145
"No description available.",307146
"No description available.",307147
"No description available.",307148
"No description available.",307149
"No description available.",307151
"No description available.",307152
"No description available.",307153
"No description available.",307154
"No description available.",307155
"No description available.",307156
"No description available.",307157
"No description available.",307158
"No description available.",307159
"No description available.",307160
"No description available.",307161
"No description available.",307162
"No description available.",307163
"No description available.",307168
"No description available.",307169
"No description available.",307170
"No description available.",307171
"No description available.",307172
"No description available.",307173
"No description available.",307174
"No description available.",307175
"No description available.",307177
"No description available.",307178
"No description available.",307179
"No description available.",307181
"No description available.",307182
"No description available.",307183
"No description available.",307184
"No description available.",307185
"No description available.",307186
"No description available.",307187
"No description available.",307188
"No description available.",307189
"No description available.",307190
"No description available.",307191
"No description available.",307192
"No description available.",307194
"No description available.",307195
"No description available.",307196
"No description available.",307197
"No description available.",307198
"No description available.",307200
"No description available.",307201
"No description available.",307202
"No description available.",307203
"No description available.",307204
"No description available.",307205
"No description available.",307206
"No description available.",307207
"No description available.",307208
"No description available.",307209
"No description available.",307210
"No description available.",307211
"No description available.",307212
"No description available.",307213
"No description available.",307214
"No description available.",307215
"No description available.",307217
"No description available.",307219
"No description available.",307220
"ø€œSwitch ip is not configured yet",307221
"No description available.",307223
"No description available.",307224
"There was an error binding the Master Config socket. Configuration distribution to the locals will not work properly",307226
"No description available.",307227
"No description available.",307229
"No description available.",307230
"No description available.",307231
"No description available.",307233
"No description available.",307234
"No description available.",307235
"No description available.",307237
"No description available.",307239
"No description available.",307240
"No description available.",307241
"No description available.",307243
"No description available.",307245
"No description available.",307248
"No description available.",307252
"No description available.",307253
"No description available.",307258
"DBSYNC was unable to initialize itself upon startup.Recommended Action: Try issuing a ø€˜process restart dbsyncø€™ to reinitialize dbsync. If the problem persists",307259
"No description available.",307260
"DBSYNC was unable to initialize the internal messaging system upon startup.Recommended Action: Try issuing a ø€˜process restart dbsyncø€™ to reinitialize dbsync. If the problem persists",307261
"DBSYNC encountered a length error with the internal messaging systemRecommended Action: Try issuing a ø€˜process restart dbsyncø€™ to reinitialize dbsync. If the problem persists",307262
"DBSYNC encountered a error when communicating with the wms processRecommended Action: Try issuing a ø€˜process restart dbsyncø€™ to reinitialize dbsync. If the problem persists",307263
"DBSYNC encountered an unrecognized messageRecommended Action: Try issuing a ø€˜process restart dbsyncø€™ to reinitialize dbsync. If the problem persists",307264
"No description available.",307265
"DBSYNC encountered an error when sending internal messagesRecommended Action: Try issuing a ø€˜process restart dbsyncø€™ to reinitialize dbsync. If problem persists",307266
"No description available.",307267
"DBSYNC encountered an error when sending internal messagesRecommended Action: Try issuing a ø€˜process restart dbsyncø€™ to reinitialize dbsync. If problem persists",307268
"No description available.",307269
"No description available.",307270
"No description available.",307273
"No description available.",307274
"No description available.",307277
"No description available.",307278
"No description available.",307279
"No description available.",307280
"No description available.",307281
"No description available.",307282
"No description available.",307287
"No description available.",307288
"No description available.",307289
"No description available.",307294
"No description available.",307298
"No description available.",307299
"No description available.",307300
"No description available.",307314
"No description available.",307315
"No description available.",307317
"No description available.",307319
"No description available.",307322
"No description available.",307325
"No description available.",307326
"No description available.",307327
"No description available.",307330
"No description available.",307331
"No description available.",307332
"No description available.",307335
"No description available.",307336
"No description available.",307337
"No description available.",307338
"No description available.",307341
"No description available.",307342
"No description available.",307347
"No description available.",307348
"No description available.",307351
"No description available.",307352
"No description available.",307353
"No description available.",307354
"No description available.",307355
"No description available.",307356
"No description available.",307357
"No description available.",307358
"No description available.",307359
"No description available.",307360
"No description available.",307364
"No description available.",307365
"No description available.",307366
"No description available.",307367
"No description available.",307368
"No description available.",307369
"No description available.",307370
"No description available.",307371
"No description available.",307372
"No description available.",307373
"No description available.",307374
"No description available.",307375
"No description available.",307376
"No description available.",307378
"No description available.",307379
"No description available.",307380
"No description available.",307381
"No description available.",307382
"No description available.",307383
"No description available.",307384
"No description available.",307387
"No description available.",307388
"No description available.",307389
"No description available.",307390
"No description available.",307391
"No description available.",307392
"No description available.",307393
"No description available.",307394
"No description available.",307395
"No description available.",307396
"No description available.",307402
"No description available.",307403
"No description available.",307404
"No description available.",307405
"No description available.",307406
"No description available.",307407
"No description available.",307408
"No description available.",307409
"No description available.",307410
"No description available.",307411
"No description available.",307412
"No description available.",307413
"No description available.",307414
"No description available.",307415
"No description available.",307416
"This shows an internal debug message in IF-MAP Client.",309005
"This is MAPC internal debugging message.",309021
"This is MAPC internal debugging message.",309022
"This is MAPC internal debugging message.",309023
"This is MAPC internal debugging message",309025
"This indicates successfull disconnect to an IF-MAP server.",309045
"This indicates a message is published to an IF-MAP server successfully.",309048
"This indicates the skip of publishing to an IF-MAP server due to no session established.",309051
"This indicates MAPC is trying to establish a session to an IF-MAP server.",309052
"This indicates MAPC is trying to tear down a session to an IF-MAP server.",309053
"This indicates MAPC is trying to publish http-user-agent to IF-MAP server(s).",309054
"This indicates publishing of http-user-agent to IF-MAP server(s) is skipped.",309055
"This indicates MAPC is trying to publish mDNS info to IF-MAP server(s).",309056
"This indicates publishing of mDNS info to IF-MAP server(s) is skipped.",309057
"This indicates an internal debug message.",309903
"No description available.",311008
"No description available.",311009
"No description available.",311025
"No description available.",312106
"No description available.",313000
"No description available.",313005
"No description available.",313006
"No description available.",313007
"No description available.",313008
"No description available.",313009
"No description available.",313010
"No description available.",313013
"No description available.",313018
"No description available.",313031
"No description available.",313040
"No description available.",313046
"No description available.",313047
"No description available.",313048
"No description available.",313049
"No description available.",313050
"No description available.",313058
"No description available.",313077
"No description available.",313079
"No description available.",313095
"No description available.",313112
"No description available.",313114
"No description available.",313117
"No description available.",313126
"No description available.",313146
"No description available.",313158
"No description available.",313160
"No description available.",313161
"No description available.",313162
"No description available.",313163
"No description available.",313166
"No description available.",313214
"No description available.",313219
"No description available.",313244
"System is inserting a route in the database",313247
"System ignored request to add a duplicate route",313252
"No description available.",313254
"No description available.",313257
"System is inserting a route in the database",313292
"System ignored request to add a duplicate route",313297
"No description available.",313299
"No description available.",313302
"System is sending VRRP advertisement for the specified VRID",313329
"No description available.",313339
"No description available.",313348
"No description available.",313353
"A card has been removed",313361
"No description available.",313365
"No description available.",313368
"No description available.",313369
"No description available.",313375
"No description available.",313394
"No description available.",313395
"No description available.",313403
"No description available.",313430
"No description available.",313431
"No description available.",313432
"No description available.",313433
"No description available.",313435
"No description available.",313436
"No description available.",313439
"This message indicates that a heartbeat message has been sent on the tunnel",313442
"This message indicates that a heartbeat reply message has arrived",313444
"No description available.",313448
"No description available.",313449
"No description available.",313450
"No description available.",313456
"No description available.",313458
"No description available.",313460
"No description available.",313461
"No description available.",313462
"No description available.",313463
"No description available.",313464
"No description available.",313492
"No description available.",313508
"VRRP preemption delay timer expired",313509
"Waiting for phytask to do the cleanup PPP device removed",313525
"No description available.",313526
"No description available.",314814
"Process Fpapps timed out trying to get the ACL information from Auth manager.Cause: This typically happens at initialization. Auth Manager",315383
"No description available.",316027
"No description available.",316028
"No description available.",316029
"No description available.",316030
"No description available.",316031
"No description available.",316032
"No description available.",316033
"No description available.",316034
"No description available.",316035
"No description available.",316036
"No description available.",316037
"No description available.",316038
"No description available.",316039
"No description available.",316051
"No description available.",316052
"No description available.",316067
"No description available.",316071
"No description available.",316072
"No description available.",316073
"No description available.",316074
"No description available.",316075
"No description available.",316083
"No description available.",316094
"No description available.",316097
"No description available.",316107
"No description available.",316112
"No description available.",316200
"No description available.",316201
"No description available.",316203
"No description available.",316204
"No description available.",316205
"No description available.",316206
"No description available.",316207
"No description available.",316210
"No description available.",316211
"No description available.",316212
"No description available.",316213
"No description available.",316233
"No description available.",316235
"No description available.",316236
"No description available.",316237
"No description available.",316238
"No description available.",316239
"No description available.",316240
"No description available.",316246
"This log displays a record of the transmission of the AMON message to the amp management server. It includes statistics regarding the number of transmitted WMS records.",316268
"This log displays a record of the transmission of the AMON message to the http management server. It includes statistics regarding the number of transmitted WMS records.",316269
"This log indicates the number of records of certain type added to the AMON message buffer.",316270
"This log indicates the total number of records of certain type sent to the management server.",316271
"WMS AMON generic debug message for MON_STA_INFO msg to be only used for debugging/private builds.",316272
"WMS AMON generic debug message for MON_AP_INFO msg to be only used for debugging/private builds.",316273
"ntpwrap received child exited signal signal",317000
"No description available.",322001
"No description available.",323002
"This shows an internal debug message",325029
"This shows an internal debug message",325030
"No description available.",326001
"No description available.",326076
"No description available.",326081
"No description available.",326086
"No description available.",326087
"No description available.",326090
"No description available.",326092
"No description available.",326093
"This log indicates that spectrum radio is registering with the controller.",326094
"This log indicates that spectrum radio is un-registering with the controller.",326095
"No description available.",326099
"No description available.",326213
"No description available.",326216
"No description available.",326280
"No description available.",330001
"An internal communication error occurred while sending a message",330105
"No description available.",330200
"No description available.",334000
"No description available.",334100
"[msg:%s]334101",334101
"PhoneHome state machine debugging",334208
"PhoneHome is deleting successfully uploaded transaction",334213
"PhoneHome spwaning child process to deal with transaction posting",334216
"PhoneHome parent process waiting for completion of transaction posting by child",334217
"No description available.",334218
"No description available.",334219
"No description available.",334220
"No description available.",334222
"No description available.",334223
"No description available.",334224
"No description available.",334501
"No description available.",334553
"No description available.",334554
"No description available.",334557
"No description available.",334558
"No description available.",334559
"Heartbeat stats when we received the HB",335006
"Received a HB message",335007
"ECC write error.",335014
"No description available.",335304
"No description available.",336005
"No description available.",336006
"No description available.",337000
"Internal debugging message",338000
"Internal debugging message",338100
"No description available.",339305
"No description available.",339306
"No description available.",341001
"The AP is configuring ACL.",341022
"The AP is configuring LED mode",341024
"The AP is configuring VC key.",341025
"Station update.",341124
"[func:%s]: add reauth ctx client-[num:%d]. Station update.",341125
"User login.",341126
"AP is setting SSID.",341127
"AP is sending mesh parameters.",341131
"AP remove client when timeout.",341137
"AP receive user alert.",341138
"AP receives message from airwave.",341142
"Checking session id fail",341200
"System related debugging messages logged in the mDNS proxy (mdns)",343002
"System related debugging parse messages logged in the mDNS proxy (mdns)",343003
"System related debugging configuration messages logged in the mDNS proxy (mdns)",343004
"No description available.",345305
"No description available.",345306
"httpd wrapø€™s moduleø€™s debug message",350005
"This is an internal system debugging log",399804
"This log indicates that we were unable to open a system file for reading/ editing. In some cases",399806
"This log is used for debugging configuration changes",399809
"This is an internal system debugging log.",399814
"This log indicates a Hidden command on the line.",399819
"This log indicates a Global command is getting executed on the local.",399820
"This log indicates that we saw a syntax error while parsing the config file.",399821
"This is an webserver system debugging log.",399823
"This is an webserver system debugging log.",399828
"This log defines time taken by application to active configuration once it has recieved all the configs from cfgm.",399835
"An attempt was made to run a command that is not available in the current stacking mode.",399836
"An attempt was made to run a command that is not available due to the capabilities of the platform.",399837
"This log indicates that application processes in the system encountered an error sending messages to each other. This could be a transient condition and the problem might go away. If the problem persists",399839
"L2TP generic emergencies.Error IDMessage and Description",142010
"The certificate has expired.",118000
"This shows a critical error message in Cert Mgr.",118005
"Certificate [certname:%s] is going to expire in less than 60 days.",118013
"The Random number generator function failed.",124058
"The system has reached its firewall rule capacity.Recommended Action: Delete or consolidate the existing firewall rules to free up space for more rules.",124061
"Termination is being enabled before certificate is downloaded",132002
"APø€™s configuration is not complete. Either WEP key/WEP Transmit Key/ WPA Passphrase is not configured",132014
"System failed to create SSL Context",132135
"Failed to load the Certificate for 802",132136
"Private key is not found in the certificate",132137
"Failed to allocate BIO structure",132138
"Failed to allocate BIO out structure",132139
"Failed to set the cipher using ssl3_get_cipher_by_char",132140
"Failed to create a buffer using BUF_MEM_new",132141
"Failed to output the certificate chain",132142
"Failed to download MODEXP to datapath for 802.1x termination",132143
"Failed to download the server certificate for dot1x termination",132144
"BIO read failed",132145
"sl_get_server_send_cert failed",132146
"System failed to create the internal user database Recommended Action: Contact your support provider",133016
"System encountered an error while updating NASIP field in user database record.Recommended Action: Contact your support provider",133020
"System encountered the specified error while importing user database Recommended Action: Contact your support provider",133031
"System encountered an error while importing user database from the specifed fileRecommended Action: Contact your support provider",133033
"The existing version 2 database is not one that is supported for automatic upgrade",133045
"AUTH DB_API failed to allocate memory144 | Security Messages ArubaOS 6",133052
"The Random number generator function failed.",137037
"L2TP generic critical.Error MessagesTable 14 Security Error MessagesError IDMessage and Description",142009
"Internal error if IPsec map for Master-Local or Master-Master is not created",103001
"Internal error if IKE PSK for Master-Local or Master-Master is not created",103002
"System received malformed SA transform negotiation message from client. IKE requires that only one SA with only one proposal exists. Message consisted of multiple SA or proposal payloads.",103010
"Failure in negotiation of IKE SA due to misconfigured ISAKMP policy.Recommended Action: Look at output of show crypto isakmp policy and compare that to the peer/client",103013
"Failure in negotiation of IKE SA due to receipt of malformed IKE packet. Recommended Action: Look at the client/peer implementation",103014
"Failure in negotiation of IKE SA due to incorrect IKE Phase 1 ID",103016
"Failure to negotiate IPsec SA due to internal error of missing IPsec map for Master-Local or Master-Master tunnel",103020
"Failure in IPsec SA negotiation due to malformed IKE Quick mode packet. Recommended Action: Please check the implementation of peer/clientø€ù",103023
"Failure in IPsec SA negotiation due to IKE Quick mode packet that is missing ID payload",103025
"Failure in IPsec SA negotiation due to IKE Quick mode packet that has invalid ID type.Recommended Action: Please check the client/peer implementation",103027
"General Failure in IPsec SA negotiation.Recommended Action: Please check the client/peer implementation and logs",103031
"Internal error due to failure in adding Payload during IPsec SA negotiation.",103032
"nternal error where IPsec SA is not found for corresponding L2TP tunnel",103036
"Internal error in IKE messaging to Datapath during IPsec tunnel creation",103037
"Internal error in IKE messaging to L2TP during IPsec tunnel deletion",103039
"Internal error in IKE messaging to AUTHMGR for XAUTH IP down event",103041
"Internal error when IPsec SA is created without an Inner-IP assigned to the Client",103043
"ø€œIKE has exceeded the maximum number of XAUTH VPN Authentication requests to the AAA server.Recommended Action: Please check the AAA server to see why it is not responding to the VPN authentication requestsø€ù",103044
"Failure to get an Inner IP for VPN clientRecommended Action: Check the IP pool configuration using the show vpdn l2tp configuration command",103045
"Internal error in IKE messaging to AUTHMGR for XAUTH IP up event",103046
"VPN authentication failed for XAUTH user",103048
"Internal error in messaging for Master-Local IKE configuration",103050
"Internal error in creating IPsec SA",103052
"Internal error in adding/deleting Routes for Master Local tunnel146 | Security Messages ArubaOS 6",103055
"L2TP tunnel was deleted but could not find corresponding IPsec SA for VPN client",103058
"General internal errors in IKE module",103061
"Xauth failure as the AP is not in whitelist",103067
"Xauth failure as the AP is not in approved-state in whitelist",103068
"IKE has exceeded the maximum number of Whitelist requests to the UDB server. It appears the UDB server is busy or not responding.",103071
"Internal error in IKE ACR License check message to AUTH during IPsec tunnel establishment",103073
"IKEv2 Cert Verification failed for the specified peer",103088
"System encountered an error retrieving Distinguished Name of the entry returned by the search result.Cause: This could happen if user could not be found.Recommended Action: The Key Attribute or the Base DN configured for the server may be incorrect.",109020
"System could not authenticate user because Key attribute was not configured for the server.Recommended Action: Check the LDAP server configuration.",109022
"The certificate is not yet valid.Please check the controller time and the cert validity period",118001
"The CRL has expired.",118002
"This shows an error message in Cert Mgr.",118004
"OCSP URL or Responder Certificate is not configured for given CA.",118006
"OCSP Clientø€™s cleanup timer failed to initialize",118007
"Periodic certificate expiry check timer failed to initialize.",118008
"Controller failed to calculate the HMAC-MD5 digest for RADIUS packet due to an internal errorRecommended Action: If the problem persists",121000
"An socket error occurred while receiving RADIUS server response Recommended Action: If the problem persists",121001
"An error occurred while receiving RADIUS server response Recommended Action: If the problem persists",121002
"RADIUS Server has returned a response that does not match the request or the packet could be corruptRecommended Action: Validate RADIUS server configuration. If the problem persists",121003
"An error occurred while receiving RADIUS server response on port 3799 (RFC 3576)Recommended Action: If the problem persists",121005
"Internal error occurred while initiating connection with the RADIUS server Recommended Action: If the problem persists",121008
"Internal error occurred while connecting with the RADIUS server Recommended Action: If the problem persists",121009
"Internal error occurred while sending data to the RADIUS server Recommended Action: If the problem persists",121010
"The expected length of a RADIUS server response packet is between 20 and 4096 bytes.Recommended Action: Please check the length of response packet from the RADIUS server.",121011
"The internal buffer is not big enough for the RADIUS response packet and RADIUS secretRecommended Action: Please check the length of the RADIUS response packet from the RADIUS server and the length of RADIUS secret",121012
"Received a response from the RADIUS server",121013
"The reply digest received from the RADIUS server doesnø€™t match the calculated digestRecommended Action: Please check the RADIUS server is configured properly and verify shared secret configuration on the controller matches that on the RADIUS server",121014
"The PENDING request buffer to RADIUS server is already full (256). Response from RADIUS server seems to be slower than the rate at which the users are coming inRecommended Action: Please check the RADIUS server is configured properly and the connectivity between the controller and RADIUS server is good.",121016
"The RADIUS vendor or the attribute ID is not knownRecommended Action: Please use the show aaa radius-attributes command to check if the vendor or attribute ID is supported.",121017
"The RADIUS attribute is not knownRecommended Action: Please use the show aaa radius-attributes command to check if the attribute ID is supported.",121018
"Received RADIUS attribute with invalid length",121019
"Received unknown RADIUS attribute type",121021
"Received unknown RADIUS attribute name",121022
"Controller received an unknown RADIUS attribute while extracting the attribute-value pairs from Radius server responseRecommended Action: Please use the show aaa radius-attributes command to check if the attribute value is supported.",121023
"Internal error occurred while converting the attribute-value pairs received in RADIUS response to stringsRecommended Action: If the problem persists",121025
"Internal error occurred while initiating connection with RADIUS server Recommended Action: If the problem persits",121029
"Error occurred while connecting to RADIUS server Recommended Action: If the problem persists",121030
"rc_pack_list: Attribute list exceeds 8192 bytes",121033
"Internal error occurred while setting connection options with the RADIUS serverRecommended Action: Please contact tech support if this problem persists.",121036
"This shows an internal debug message",121047
"This shows an internal debug message",121048
"This shows an internal debug message",121049
"TACACS server is not configuredRecommended Action: Please use the aaa authentication-server tacacs command to configure TACACS server",122000
"The TACACS packet header type is not expected. The packet could be corruptRecommended Action: Please check your TACACS server configuration and network connection to the TACACS server.",122004
"The TACACS packet header sequence number is not expected. The reply could be corruptRecommended Action: Please check your TACACS server configuration and network connection to the TACACS server.ø€œ",122005
"The TACACS packet header session ID is not expected. The reply could be corruptRecommended Action: Please check your TACACS server configuration and network connection to the TACACS server.ø€œ",122006
"Error occurred while sending body portion of the request to TACACS server",122009
"Authentication Failed. Error occurred while receiving header portion of the reply from TACACS server",122010
"Authentication Failed. Error occurred while receiving body portion of the reply from TACACS server. The reply could be corruptRecommended Action: Please check your TACACS server configuration and network connection to the TACACS server",122011
"Authentication Failed",122012
"Error occurred while sending header portion of the TACACS accounting request to TACACS server. Link to TACACS server or TACACS server could be downRecommended Action: Please check your TACACS server configuration and network connection to the TACACS server.",122014
"Error occurred while sending body portion of the TACACS accounting request to TACACS server",122015
"Accounting Failed",122016
"Accounting Failed",122017
"Accounting Failed",122018
"TACACS accounting failed",122019
"Error occurred while sending body portion of the request to TACACS server",122021
"Authorization Failed. Error occurred while receiving header portion of the response from TACACS server",122022
"Authorization Failed. Error occurred while receiving body portion of the response from TACACS server. The response could be corruptRecommended Action: Please check your TACACS server configuration and network connection to the TACACS server.",122023
"Authorization Failed",122024
"A message was received that specified an incorrect service to use for the certificate.Recommended Action: Contact your support provider",124052
"A response message was expected",124053
"The requested certificate name was not found.Recommended Action: Upload the named certificate to the controller",124054
"Certificates can be used for various services. The requested certificate cannot be used for the desired service.Recommended Action: Contact your support provider",124055
"A user was deleted even though the datapath and auth are inconsistent.",124059
"To be filled in",124060
"The server group used to authenticate the user could not be found. Recommended Action: Contract your support provider",124062
"To be filled in152 | Security Messages ArubaOS 6",124063
"The MAC user entry could not be created as the maximum number of user entries has been reached.",124085
"The IP user entry could not be created as the maximum number of user entries has been reached.",124149
"This shows an internal debug message",124189
"This shows an internal debug message",124190
"This shows an internal debug message",124191
"This shows an internal debug message",124192
"This shows an internal debug message",124193
"This shows an internal debug message",124194
"This shows an internal debug message",124195
"This shows an internal debug message",124196
"This shows an internal debug message",124197
"This shows an internal debug message",124198
"This shows an internal debug message",124199
"This shows an internal debug message",124200
"This shows an internal error message",124251
"This shows an internal error messageArubaOS 6",124252
"This shows an internal error message",124253
"This shows an internal error message",124254
"This shows an internal error message",124255
"This shows an internal error message",124256
"This shows an internal error message",124257
"This shows an internal error message",124258
"This shows an internal error message",124259
"This shows an internal error message",124260
"This shows an internal error message",124261
"This shows an internal error message",124262
"This shows an internal error message",124263
"This shows an internal error message",124264
"This shows an internal error message",124265
"This shows an internal error message",124266
"This shows an internal error message",124267
"This shows an internal debug message",124268
"This shows an internal debug message154 | Security Messages ArubaOS 6",124275
"This shows an internal error message",124276
"This shows an internal error message",124277
"This shows an internal error message",124278
"This shows an internal error message",124279
"This shows an internal error message",124280
"This shows an internal error message",124281
"This shows an internal error message",124282
"This shows an internal error message",124283
"This shows an internal error message",124284
"This shows an internal error message",124285
"This shows an internal error message",124286
"This shows an internal error message",124287
"This shows an internal error message",124288
"This shows an internal error message",124289
"This shows an internal error message",124290
"This shows an internal error message",124291
"This shows an internal error messageArubaOS 6",124292
"This shows an internal error message",124293
"This shows an internal error message",124294
"This shows an internal error message",124295
"This shows an internal error message",124296
"This shows an internal error message",124297
"This shows an internal error message",124298
"This shows an internal error message",124301
"This shows an internal error message",124302
"This shows an internal error message",124372
"This shows an internal error message",124373
"This shows an internal error message",124374
"This shows an internal error message",124375
"This shows an internal error message",124376
"This shows an internal error message",124377
"This shows an internal error message",124378
"This shows an internal error message156 | Security Messages ArubaOS 6",124379
"This shows an internal error message",124380
"This shows an internal error message",124381
"This shows an internal error message",124382
"This shows an internal error message",124383
"This shows an internal error message",124384
"This shows an internal error message",124385
"This shows an internal error message",124386
"This shows an internal error message",124387
"This shows an internal error message",124388
"This shows an internal error message",124389
"This shows an internal error message",124390
"This shows an internal error message",124391
"This shows an internal error message",124392
"This shows an internal error messageArubaOS 6",124393
"This shows an internal error message",124394
"This shows an internal error message",124395
"This shows an internal error message",124397
"This shows an internal error message",124398
"This shows an internal error message.",124399
"This shows an internal error message.",124400
"This shows an internal error message.",124401
"This shows an internal error message.",124402
"This shows an internal error message",124422
"This shows an internal error message",124426
"This shows an internal error message",124427
"This shows an internal error message",124428
"This shows an internal error message",124429
"This shows an internal error message",124430
"This shows an internal error message",124431
"This shows an internal error message158 | Security Messages ArubaOS 6",124488
"This shows an internal error message",124489
"This shows an internal error message",124490
"This shows an internal error message",124491
"This shows an internal error message",124492
"This shows an internal error message",124493
"This shows an internal error message",124494
"This shows an internal error message",124495
"This shows an internal error message",124496
"This shows an internal error message",124497
"This shows an internal error message",124498
"This shows an internal error message",124520
"This shows an internal error message",124542
"This shows an internal error message",124551
"This shows an internal error message",124558
"This shows an internal error message",124596
"This shows an internal error message",124597
"This shows an internal error messageArubaOS 6",124598
"This shows an internal error message",124599
"This shows an internal error message",124618
"This shows an internal error message",124619
"This shows an internal error message",124620
"This shows an internal error message",124621
"This shows an internal error message",124622
"This shows an internal error message",124623
"This shows an internal error message",124624
"This shows an internal error message",124625
"This shows an internal error message",124662
"This shows an internal error message",124663
"This shows an internal error message",124664
"This shows an internal error message",124665
"This shows an internal error message",124666
"This shows an internal error message",124667
"This shows an internal error message",124668
"This shows an internal error message",124669
"This shows an internal error message160 | Security Messages ArubaOS 6",124670
"This shows an internal error message",124671
"This shows an internal error message",124672
"This shows an internal error message",124673
"This shows an internal error message",124674
"This shows an internal error message",124675
"This shows an internal error message",124676
